0	17	34
234320	29	14
234330	23	10
234340	29	8
234350	25	12
234360	29	12
234370	23	8
234380	25	7
234390	22	16
234400	28	11
234410	26	15
234420	27	11
234430	27	13
234440	35	10
234450	27	15
234460	34	12
234470	24	13
234480	33	5
234490	24	13
234500	21	8
234510	30	10
234520	18	8
234530	22	11
234540	31	15
234550	27	8
234560	28	14
234570	30	15
234580	25	12
234590	35	10
234600	23	8
234610	26	13
234620	29	13
234630	32	7
234640	30	8
234650	25	13
234660	19	8
234670	10	17
234680	2	26
234690	5	27
234700	5	27
234710	5	23
234720	7	30
234730	4	24
234740	6	22
234750	5	31
234760	7	16
234770	5	19
234780	19	15
234790	31	14
234800	28	13
234810	29	12
234820	32	6
234830	28	15
234840	37	9
234850	25	15
234860	26	6
234870	30	13
234880	18	7
234890	34	14
234900	21	8
234910	30	16
234920	30	11
234930	29	12
234940	31	19
234950	25	11
234960	25	12
234970	30	18
234980	31	15
234990	28	10
235000	29	14
235010	27	11
235020	31	6
235030	20	5
235040	22	14
235050	23	11
235060	20	7
235070	26	18
235080	25	8
235090	25	7
235100	27	15
235110	31	9
235120	22	10
235130	28	13
235140	24	15
235150	23	12
235160	20	14
235170	20	11
235180	24	12
235190	24	8
235200	27	8
235210	34	14
235220	24	8
235230	19	12
235240	34	11
235250	35	17
235260	22	13
235270	35	9
235280	20	14
235290	37	6
235300	28	5
235310	23	11
235320	27	10
235330	26	18
235340	24	14
235350	22	13
235360	27	8
235370	28	4
235380	23	16
235390	18	15
235400	25	16
235410	34	15
235420	28	11
235430	32	5
235440	34	12
235450	21	13
235460	19	8
235470	25	13
235480	20	10
235490	33	12
235500	28	8
235510	31	14
235520	18	14
235530	18	9
235540	28	4
235550	22	13
235560	20	13
235570	31	16
235580	24	17
235590	31	7
235600	21	9
235610	28	4
235620	26	17
235630	36	9
235640	23	10
235650	36	11
235660	28	12
235670	20	13
235680	26	15
235690	33	7
235700	29	10
235710	22	18
235720	27	10
235730	27	19
235740	34	11
235750	28	8
235760	25	20
235770	25	14
235780	15	13
235790	26	9
235800	22	19
235810	33	15
235820	21	11
235830	25	10
235840	32	14
235850	32	10
235860	30	11
235870	20	12
235880	31	16
235890	27	7
235900	19	7
235910	25	5
235920	35	20
235930	26	6
235940	25	5
235950	25	9
235960	25	6
235970	24	4
235980	21	7
235990	31	16
236000	25	5
236010	24	9
236020	38	14
236030	25	6
236040	26	14
236050	27	8
236060	28	6
236070	34	14
236080	32	10
236090	29	11
236100	25	10
236110	32	9
236120	31	7
236130	27	14
236140	28	10
236150	29	9
236160	27	9
236170	9	31
236180	5	28
236190	9	26
236200	6	24
236210	7	13
236220	7	33
236230	5	21
236240	5	18
236250	1	24
236260	4	22
236270	8	21
236280	3	33
236290	5	30
236300	12	23
236310	22	13
236320	23	9
236330	21	12
236340	4	17
236350	4	33
236360	4	28
236370	10	22
236380	9	24
236390	7	19
236400	17	21
236410	35	16
236420	29	21
236430	29	11
236440	23	10
236450	23	12
236460	19	10
236470	6	22
236480	28	14
236490	36	7
236500	24	17
236510	28	9
236520	25	6
236530	18	13
236540	23	10
236550	26	13
236560	20	11
236570	26	8
236580	32	9
236590	26	5
236600	33	18
236610	27	14
236620	33	12
236630	30	9
236640	28	8
236650	34	13
236660	46	15
236670	23	13
236680	22	21
236690	24	8
236700	26	12
236710	29	17
236720	21	20
236730	21	10
236740	33	6
236750	19	8
236760	29	15
236770	22	10
236780	31	11
236790	33	12
236800	39	11
236810	29	14
236820	20	14
236830	41	14
236840	22	6
236850	21	10
236860	24	4
236870	26	12
236880	26	8
236890	28	10
236900	24	8
236910	28	11
236920	22	9
236930	21	13
236940	26	13
236950	32	9
236960	24	6
236970	27	14
236980	33	11
236990	25	8
237000	28	8
237010	29	13
237020	25	11
237030	26	10
237040	24	18
237050	31	8
237060	26	11
237070	19	11
237080	38	7
237090	37	12
237100	31	12
237110	30	10
237120	29	11
237130	30	8
237140	23	14
237150	18	19
237160	30	12
237170	27	12
237180	28	10
237190	24	8
237200	31	9
237210	25	9
237220	24	8
237230	31	10
237240	33	14
237250	16	12
237260	32	8
237270	38	10
237280	27	11
237290	27	14
237300	32	14
237310	29	8
237320	30	16
237330	24	13
237340	34	13
237350	26	6
237360	22	12
237370	25	14
237380	36	8
237390	24	16
237400	25	10
237410	26	8
237420	32	7
237430	24	15
237440	23	14
237450	26	13
237460	26	17
237470	26	12
237480	27	15
237490	19	12
237500	27	14
237510	31	15
237520	39	14
237530	28	13
237540	32	6
237550	23	9
237560	26	16
237570	25	8
237580	22	14
237590	31	14
237600	23	15
237610	20	8
237620	27	9
237630	31	7
237640	28	12
237650	30	9
237660	25	9
237670	27	15
237680	28	13
237690	20	15
237700	31	13
237710	25	17
237720	27	14
237730	28	8
237740	32	14
237750	29	7
237760	33	15
237770	30	9
237780	19	16
237790	27	12
237800	43	9
237810	26	8
237820	31	11
237830	27	11
237840	22	6
237850	27	12
237860	28	10
237870	32	11
237880	38	7
237890	25	11
237900	3	20
237910	9	18
237920	7	24
237930	4	31
237940	2	16
237950	3	22
237960	8	22
237970	6	21
237980	7	22
237990	5	12
238000	7	19
238010	8	20
238020	9	26
238030	11	21
238040	5	20
238050	3	23
238060	6	19
238070	5	25
238080	6	22
238090	7	28
238100	10	19
238110	7	25
238120	4	21
238130	12	17
238140	3	24
238150	12	26
238160	2	19
238170	5	27
238180	8	27
238190	4	21
238200	4	22
238210	10	25
238220	3	28
238230	3	31
238240	8	31
238250	30	13
238260	24	17
238270	25	7
238280	30	13
238290	10	27
238300	7	21
238310	4	26
238320	10	28
238330	3	21
238340	6	22
238350	9	24
238360	13	28
238370	5	30
238380	7	24
238390	6	23
238400	4	23
238410	9	18
238420	11	27
238430	4	26
238440	6	17
238450	5	21
238460	5	25
238470	2	19
238480	6	16
238490	12	30
238500	6	21
238510	3	30
238520	6	28
238530	6	28
238540	9	19
238550	8	13
238560	3	24
238570	10	19
238580	4	28
238590	9	24
238600	13	26
238610	33	11
238620	24	14
238630	24	12
238640	19	14
238650	26	16
238660	26	12
238670	29	10
238680	24	6
238690	39	16
238700	26	6
238710	25	7
238720	28	10
238730	22	15
238740	36	12
238750	28	8
238760	20	14
238770	22	9
238780	30	18
238790	31	10
238800	33	16
238810	26	7
238820	36	11
238830	25	5
238840	29	11
238850	21	13
238860	26	12
238870	30	12
238880	22	11
238890	27	13
238900	16	11
238910	33	14
238920	21	16
238930	22	13
238940	31	15
238950	19	12
238960	32	6
238970	35	12
238980	32	7
238990	23	8
239000	34	10
239010	36	10
239020	30	11
239030	22	11
239040	37	8
239050	30	8
239060	25	11
239070	27	13
239080	22	9
239090	28	5
239100	33	8
239110	18	18
239120	27	13
239130	20	8
239140	25	8
239150	20	11
239160	35	13
239170	27	10
239180	28	6
239190	14	10
239200	22	8
239210	23	12
239220	25	10
239230	26	12
239240	39	10
239250	30	14
239260	17	14
239270	28	9
239280	31	10
239290	19	9
239300	26	11
239310	28	7
239320	20	11
239330	18	10
239340	29	8
239350	39	16
239360	33	7
239370	19	12
239380	25	12
239390	34	13
239400	35	13
239410	32	14
239420	14	12
239430	17	11
239440	22	17
239450	33	14
239460	24	12
239470	26	14
239480	20	10
239490	19	11
239500	36	7
239510	21	11
239520	19	12
239530	36	16
239540	25	13
239550	26	5
239560	24	10
239570	23	13
239580	23	13
239590	32	14
239600	38	11
239610	24	13
239620	22	12
239630	30	8
239640	27	11
239650	29	13
239660	31	11
239670	24	12
239680	30	13
239690	26	13
239700	23	4
239710	26	11
239720	41	10
239730	24	9
239740	21	12
239750	32	13
239760	23	13
239770	19	6
239780	27	7
239790	28	17
239800	26	9
239810	29	9
239820	21	8
239830	23	11
239840	24	14
239850	22	11
239860	9	20
239870	7	25
239880	7	25
239890	7	32
239900	5	23
239910	4	25
239920	8	22
239930	6	26
239940	6	20
239950	4	27
239960	21	14
239970	5	28
239980	8	34
239990	9	26
240000	6	28
240010	2	28
240020	5	21
240030	5	19
240040	8	16
240050	7	28
240060	7	28
240070	5	26
240080	10	32
240090	27	15
240100	23	16
240110	19	9
240120	23	6
240130	31	15
240140	23	18
240150	25	10
240160	28	10
240170	29	11
240180	27	10
240190	30	13
240200	20	9
240210	41	4
240220	15	13
240230	29	10
240240	22	13
240250	21	11
240260	28	15
240270	25	10
240280	31	16
240290	22	15
240300	17	14
240310	31	12
240320	29	8
240330	33	17
240340	24	18
240350	15	26
240360	30	17
240370	19	19
240380	17	15
240390	22	12
240400	21	11
240410	23	9
240420	33	8
240430	34	10
240440	23	15
240450	28	12
240460	31	14
240470	25	11
240480	33	11
240490	20	13
240500	25	14
240510	31	6
240520	20	18
240530	32	10
240540	22	13
240550	24	12
240560	23	11
240570	36	7
240580	21	5
240590	29	13
240600	34	12
240610	24	12
240620	26	8
240630	15	28
240640	6	26
240650	8	16
240660	22	14
240670	31	12
240680	33	16
240690	26	5
240700	35	8
240710	21	10
240720	27	10
240730	23	7
240740	33	8
240750	22	14
240760	22	15
240770	28	10
240780	37	6
240790	30	12
240800	21	14
240810	28	7
240820	27	15
240830	23	5
240840	25	12
240850	29	5
240860	31	10
240870	33	9
240880	25	9
240890	35	17
240900	30	15
240910	24	9
240920	32	12
240930	31	11
240940	30	8
240950	27	12
240960	12	27
240970	13	23
240980	8	18
240990	10	22
241000	3	25
241010	5	23
241020	5	28
241030	5	26
241040	3	22
241050	9	8
241060	4	24
241070	5	27
241080	6	26
241090	7	25
241100	5	27
241110	5	23
241120	25	11
241130	32	11
241140	28	15
241150	26	9
241160	30	10
241170	6	20
241180	23	19
241190	30	5
241200	36	10
241210	30	11
241220	26	10
241230	27	16
241240	23	12
241250	23	9
241260	31	14
241270	37	19
241280	22	19
241290	25	10
241300	16	9
241310	28	11
241320	2	24
241330	8	24
241340	3	21
241350	9	24
241360	10	28
241370	13	21
241380	8	27
241390	5	24
241400	11	21
241410	3	25
241420	6	21
241430	8	19
241440	4	27
241450	10	19
241460	7	29
241470	9	14
241480	8	25
241490	9	26
241500	8	37
241510	5	24
241520	7	24
241530	13	29
241540	8	28
241550	7	34
241560	6	25
241570	9	28
241580	18	19
241590	23	10
241600	24	15
241610	12	9
241620	5	20
241630	3	26
241640	5	19
241650	7	14
241660	5	24
241670	7	24
241680	7	24
241690	5	33
241700	5	26
241710	5	19
241720	8	14
241730	8	20
241740	7	31
241750	12	16
241760	5	24
241770	6	22
241780	5	30
241790	4	21
241800	12	20
241810	8	30
241820	4	22
241830	7	18
241840	13	18
241850	10	24
241860	5	18
241870	4	26
241880	1	21
241890	12	17
241900	29	14
241910	35	11
241920	36	13
241930	33	8
241940	20	10
241950	30	8
241960	29	12
241970	22	12
241980	21	9
241990	32	14
242000	27	10
242010	28	11
242020	24	9
242030	26	16
242040	25	12
242050	20	13
242060	28	4
242070	25	16
242080	22	8
242090	22	10
242100	25	7
242110	27	17
242120	19	16
242130	26	16
242140	21	15
242150	21	20
242160	23	7
242170	35	8
242180	26	8
242190	24	13
242200	21	4
242210	27	12
242220	35	7
242230	26	16
242240	19	12
242250	19	18
242260	4	24
242270	2	29
242280	5	24
242290	7	17
242300	6	29
242310	9	24
242320	7	26
242330	11	21
242340	8	17
242350	7	25
242360	5	31
242370	7	24
242380	4	23
242390	6	22
242400	7	23
242410	9	35
242420	7	22
242430	3	20
242440	7	20
242450	11	21
242460	5	24
242470	7	24
242480	11	30
242490	1	32
242500	8	17
242510	5	23
242520	7	26
242530	8	21
242540	5	26
242550	6	19
242560	9	25
242570	5	15
242580	7	18
242590	6	26
242600	8	41
242610	5	20
242620	4	21
242630	2	34
242640	5	12
242650	4	30
242660	4	20
242670	6	23
242680	3	14
242690	8	28
242700	6	27
242710	5	19
242720	6	18
242730	5	26
242740	9	23
242750	7	27
242760	7	29
242770	8	38
242780	21	15
242790	26	9
242800	35	8
242810	30	11
242820	26	6
242830	24	11
242840	25	10
242850	32	16
242860	15	15
242870	23	9
242880	29	11
242890	30	13
242900	28	13
242910	33	11
242920	26	12
242930	23	11
242940	35	10
242950	25	11
242960	24	9
242970	30	9
242980	28	14
242990	27	18
243000	36	9
243010	22	10
243020	31	8
243030	20	3
243040	24	11
243050	22	13
243060	27	6
243070	37	11
243080	31	14
243090	22	7
243100	23	15
243110	23	10
243120	25	7
243130	16	10
243140	22	11
243150	38	11
243160	22	8
243170	28	12
243180	17	6
243190	27	9
243200	17	11
243210	31	8
243220	20	10
243230	27	11
243240	28	9
243250	28	12
243260	11	16
243270	14	29
243280	8	35
243290	8	21
243300	7	24
243310	5	23
243320	7	23
243330	10	25
243340	7	23
243350	8	28
243360	8	23
243370	4	22
243380	5	30
243390	11	24
243400	3	21
243410	5	16
243420	6	17
243430	5	28
243440	5	24
243450	9	18
243460	8	18
243470	10	27
243480	2	23
243490	9	32
243500	12	21
243510	9	24
243520	4	25
243530	6	22
243540	11	28
243550	8	25
243560	9	24
243570	7	17
243580	7	37
243590	6	32
243600	5	38
243610	4	28
243620	5	29
243630	5	25
243640	23	21
243650	29	16
243660	32	18
243670	23	12
243680	18	7
243690	29	14
243700	20	8
243710	28	16
243720	38	10
243730	30	13
243740	24	8
243750	27	16
243760	21	12
243770	9	23
243780	6	24
243790	3	25
243800	11	22
243810	33	11
243820	33	12
243830	32	9
243840	18	11
243850	30	8
243860	23	13
243870	31	14
243880	22	11
243890	10	16
243900	2	13
243910	5	18
243920	2	19
243930	6	25
243940	10	27
243950	8	17
243960	8	31
243970	2	21
243980	7	19
243990	27	8
244000	32	11
244010	23	12
244020	31	9
244030	20	17
244040	35	6
244050	27	11
244060	22	13
244070	32	12
244080	25	12
244090	30	7
244100	18	11
244110	19	15
244120	32	10
244130	29	5
244140	19	13
244150	30	10
244160	25	9
244170	30	10
244180	28	13
244190	29	10
244200	28	13
244210	31	13
244220	29	10
244230	20	11
244240	22	14
244250	23	8
244260	23	15
244270	27	9
244280	24	8
244290	30	13
244300	33	9
244310	29	14
244320	24	15
244330	25	13
244340	14	25
244350	10	18
244360	9	26
244370	15	17
244380	36	9
244390	24	9
244400	18	13
244410	25	14
244420	25	5
244430	24	13
244440	31	8
244450	18	14
244460	29	8
244470	31	8
244480	31	10
244490	34	10
244500	27	12
244510	22	9
244520	36	12
244530	26	10
244540	31	10
244550	28	18
244560	22	9
244570	24	13
244580	25	10
244590	33	6
244600	25	9
244610	20	16
244620	24	9
244630	33	7
244640	32	10
244650	21	11
244660	26	9
244670	25	14
244680	28	18
244690	28	14
244700	37	11
244710	21	12
244720	18	14
244730	31	6
244740	19	7
244750	26	10
244760	24	11
244770	29	11
244780	21	13
244790	30	10
244800	30	10
244810	23	9
244820	28	7
244830	40	7
244840	26	10
244850	30	13
244860	38	15
244870	12	10
244880	23	12
244890	25	11
244900	38	10
244910	37	12
244920	24	10
244930	38	11
244940	31	9
244950	22	14
244960	29	13
244970	28	10
244980	25	13
244990	14	9
245000	32	8
245010	27	12
245020	13	12
245030	34	8
245040	21	13
245050	29	8
245060	23	15
245070	34	7
245080	29	9
245090	19	15
245100	26	11
245110	35	10
245120	31	7
245130	22	13
245140	31	11
245150	39	17
245160	23	11
245170	31	14
245180	29	15
245190	29	6
245200	20	12
245210	26	8
245220	29	10
245230	17	13
245240	38	17
245250	24	12
245260	24	10
245270	30	12
245280	26	10
245290	30	12
245300	22	5
245310	30	12
245320	28	9
245330	35	9
245340	20	17
245350	18	13
245360	35	6
245370	30	10
245380	22	7
245390	17	11
245400	26	6
245410	24	12
245420	22	16
245430	24	13
245440	21	5
245450	37	11
245460	21	19
245470	8	19
245480	5	30
245490	3	30
245500	5	26
245510	9	23
245520	6	30
245530	27	12
245540	25	9
245550	21	11
245560	28	6
245570	36	11
245580	25	7
245590	23	15
245600	26	10
245610	17	12
245620	32	11
245630	33	14
245640	24	12
245650	30	8
245660	23	10
245670	30	8
245680	17	9
245690	21	6
245700	29	9
245710	25	7
245720	27	11
245730	27	5
245740	16	10
245750	23	20
245760	20	13
245770	30	15
245780	22	10
245790	23	8
245800	32	10
245810	30	11
245820	30	11
245830	34	10
245840	32	11
245850	21	12
245860	27	13
245870	28	9
245880	27	11
245890	19	12
245900	27	14
245910	24	9
245920	26	12
245930	26	8
245940	30	16
245950	36	11
245960	18	12
245970	26	15
245980	27	11
245990	18	6
246000	25	9
246010	31	15
246020	17	8
246030	28	14
246040	26	8
246050	26	11
246060	42	8
246070	25	11
246080	20	14
246090	3	21
246100	7	21
246110	9	22
246120	9	25
246130	5	31
246140	4	20
246150	5	23
246160	3	19
246170	6	13
246180	2	29
246190	9	28
246200	9	27
246210	4	21
246220	10	15
246230	10	23
246240	12	25
246250	8	25
246260	5	26
246270	8	26
246280	3	35
246290	8	17
246300	5	32
246310	7	30
246320	10	27
246330	3	24
246340	5	22
246350	9	28
246360	9	25
246370	2	18
246380	9	17
246390	13	31
246400	5	25
246410	16	36
246420	28	13
246430	22	8
246440	35	11
246450	32	13
246460	30	12
246470	20	13
246480	38	14
246490	22	12
246500	20	11
246510	7	21
246520	15	21
246530	24	9
246540	27	8
246550	27	17
246560	20	9
246570	29	17
246580	24	11
246590	28	9
246600	33	10
246610	31	11
246620	36	12
246630	30	8
246640	25	6
246650	25	2
246660	29	11
246670	25	12
246680	35	7
246690	35	16
246700	34	11
246710	21	9
246720	30	6
246730	20	10
246740	23	9
246750	18	12
246760	26	10
246770	42	13
246780	22	15
246790	32	9
246800	24	11
246810	20	7
246820	24	9
246830	29	10
246840	32	12
246850	31	7
246860	23	12
246870	40	7
246880	26	8
246890	33	8
246900	32	13
246910	32	13
246920	27	11
246930	36	11
246940	26	11
246950	26	11
246960	31	7
246970	22	8
246980	32	13
246990	25	10
247000	29	14
247010	19	5
247020	23	7
247030	35	15
247040	23	15
247050	24	11
247060	18	10
247070	18	18
247080	22	9
247090	27	11
247100	32	14
247110	34	7
247120	26	12
247130	33	10
247140	29	7
247150	22	13
247160	37	9
247170	18	17
247180	17	9
247190	34	11
247200	25	9
247210	24	13
247220	35	17
247230	28	8
247240	33	11
247250	34	11
247260	29	6
247270	20	7
247280	24	13
247290	26	13
247300	27	9
247310	29	8
247320	23	22
247330	6	26
247340	4	29
247350	8	12
247360	33	9
247370	29	17
247380	22	10
247390	36	8
247400	19	11
247410	19	7
247420	29	9
247430	31	11
247440	32	12
247450	28	9
247460	19	9
247470	33	14
247480	27	9
247490	29	9
247500	29	10
247510	37	5
247520	17	17
247530	31	10
247540	34	13
247550	28	13
247560	30	8
247570	20	13
247580	22	13
247590	27	13
247600	37	11
247610	32	5
247620	27	15
247630	30	10
247640	30	11
247650	27	4
247660	22	10
247670	28	9
247680	20	16
247690	3	26
247700	4	20
247710	8	23
247720	6	28
247730	30	9
247740	25	18
247750	20	16
247760	31	10
247770	18	13
247780	20	17
247790	31	17
247800	16	13
247810	25	10
247820	28	10
247830	22	6
247840	20	5
247850	26	12
247860	22	10
247870	22	17
247880	28	9
247890	26	18
247900	31	10
247910	23	12
247920	25	12
247930	29	7
247940	22	13
247950	24	21
247960	19	16
247970	28	8
247980	24	7
247990	18	14
248000	27	14
248010	26	11
248020	29	7
248030	26	8
248040	23	13
248050	25	7
248060	32	12
248070	22	6
248080	25	10
248090	39	8
248100	25	8
248110	19	12
248120	27	12
248130	28	10
248140	31	8
248150	32	6
248160	28	13
248170	28	11
248180	37	10
248190	25	9
248200	29	10
248210	30	10
248220	26	13
248230	27	15
248240	28	10
248250	27	8
248260	27	7
248270	27	13
248280	36	13
248290	30	11
248300	18	6
248310	27	11
248320	26	10
248330	32	7
248340	29	10
248350	28	15
248360	26	12
248370	18	16
248380	27	11
248390	25	7
248400	21	13
248410	26	12
248420	27	11
248430	28	15
248440	25	11
248450	28	13
248460	29	11
248470	29	14
248480	20	10
248490	29	12
248500	28	6
248510	24	9
248520	29	13
248530	29	10
248540	34	6
248550	19	9
248560	29	8
248570	29	14
248580	21	16
248590	23	14
248600	35	8
248610	22	10
248620	25	12
248630	30	13
248640	20	8
248650	15	14
248660	26	11
248670	36	10
248680	28	12
248690	29	7
248700	28	14
248710	29	11
248720	23	13
248730	32	18
248740	26	6
248750	30	12
248760	19	11
248770	22	6
248780	13	14
248790	8	12
248800	4	19
248810	6	28
248820	7	31
248830	2	24
248840	21	17
248850	31	12
248860	21	23
248870	28	12
248880	27	10
248890	34	14
248900	19	15
248910	21	17
248920	17	14
248930	6	19
248940	6	19
248950	2	33
248960	8	29
248970	5	27
248980	7	19
248990	8	30
249000	5	32
249010	5	27
249020	6	19
249030	5	28
249040	12	32
249050	3	26
249060	4	36
249070	6	23
249080	9	25
249090	8	20
249100	7	25
249110	2	19
249120	4	17
249130	6	26
249140	7	21
249150	3	22
249160	2	30
249170	5	12
249180	6	20
249190	7	34
249200	8	20
249210	3	19
249220	6	20
249230	2	26
249240	6	28
249250	9	10
249260	8	4
249270	22	13
249280	30	9
249290	28	7
249300	20	11
249310	34	10
249320	24	11
249330	25	10
249340	20	10
249350	28	8
249360	24	15
249370	24	10
249380	16	10
249390	21	11
249400	23	12
249410	35	16
249420	28	11
249430	30	12
249440	29	11
249450	31	12
249460	22	11
249470	24	6
249480	22	8
249490	26	7
249500	33	10
249510	28	6
249520	21	10
249530	36	14
249540	24	10
249550	31	18
249560	28	9
249570	22	9
249580	38	10
249590	23	7
249600	20	9
249610	19	11
249620	27	16
249630	21	11
249640	22	7
249650	27	9
249660	27	13
249670	27	10
249680	21	10
249690	28	7
249700	31	11
249710	29	12
249720	41	11
249730	29	14
249740	29	13
249750	27	7
249760	26	8
249770	40	8
249780	20	8
249790	25	7
249800	24	10
249810	15	13
249820	30	9
249830	31	13
249840	22	12
249850	35	10
249860	35	7
249870	20	11
249880	30	10
249890	25	7
249900	26	9
249910	31	9
249920	35	19
249930	22	11
249940	26	7
249950	16	10
249960	28	8
249970	34	7
249980	24	10
249990	29	9
250000	32	16
250010	33	10
250020	27	14
250030	31	6
250040	31	9
250050	31	10
250060	24	11
250070	29	10
250080	22	9
250090	23	17
250100	27	9
250110	10	17
250120	7	25
250130	7	23
250140	8	19
250150	22	12
250160	25	12
250170	34	12
250180	17	9
250190	27	13
250200	23	11
250210	24	11
250220	27	11
250230	35	10
250240	23	9
250250	24	17
250260	34	4
250270	30	10
250280	23	9
250290	24	20
250300	29	10
250310	27	4
250320	32	9
250330	22	10
250340	28	11
250350	19	8
250360	29	11
250370	47	15
250380	32	8
250390	18	11
250400	29	13
250410	30	11
250420	31	7
250430	25	10
250440	29	8
250450	33	9
250460	34	16
250470	35	11
250480	27	12
250490	28	15
250500	33	16
250510	29	9
250520	30	9
250530	34	9
250540	24	11
250550	22	8
250560	36	9
250570	24	7
250580	37	10
250590	31	9
250600	30	7
250610	27	7
250620	24	12
250630	27	6
250640	24	11
250650	28	14
250660	29	9
250670	23	18
250680	21	6
250690	31	7
250700	21	13
250710	13	9
250720	23	13
250730	33	17
250740	29	10
250750	35	11
250760	23	13
250770	34	9
250780	25	9
250790	16	20
250800	11	25
250810	5	26
250820	6	21
250830	4	29
250840	5	14
250850	7	17
250860	9	26
250870	4	27
250880	6	24
250890	5	19
250900	9	31
250910	4	30
250920	7	20
250930	3	22
250940	6	32
250950	7	27
250960	5	25
250970	10	20
250980	4	18
250990	6	23
251000	6	25
251010	7	27
251020	10	21
251030	20	10
251040	27	10
251050	23	14
251060	22	10
251070	34	21
251080	17	12
251090	27	8
251100	32	7
251110	38	13
251120	19	7
251130	25	10
251140	26	5
251150	19	12
251160	21	8
251170	18	6
251180	20	20
251190	28	12
251200	25	15
251210	22	10
251220	16	12
251230	27	7
251240	30	9
251250	2	23
251260	12	24
251270	9	31
251280	5	19
251290	2	34
251300	2	30
251310	7	23
251320	10	25
251330	27	7
251340	24	18
251350	25	17
251360	22	6
251370	21	10
251380	27	10
251390	29	13
251400	32	4
251410	33	4
251420	22	10
251430	32	14
251440	21	12
251450	14	15
251460	22	11
251470	26	10
251480	25	9
251490	28	12
251500	29	12
251510	28	11
251520	35	7
251530	26	11
251540	30	14
251550	24	6
251560	25	16
251570	26	9
251580	30	22
251590	38	16
251600	28	6
251610	25	16
251620	32	6
251630	23	10
251640	23	9
251650	20	7
251660	23	6
251670	27	6
251680	27	10
251690	19	5
251700	13	10
251710	20	10
251720	16	5
251730	19	6
251740	23	16
251750	30	11
251760	17	5
251770	29	11
251780	28	14
251790	25	14
251800	28	8
251810	29	9
251820	25	12
251830	30	13
251840	24	9
251850	23	7
251860	25	8
251870	25	5
251880	25	17
251890	27	15
251900	31	10
251910	22	8
251920	12	27
251930	7	23
251940	7	24
251950	9	23
251960	6	25
251970	4	33
251980	2	31
251990	31	16
252000	30	11
252010	27	17
252020	26	14
252030	19	9
252040	23	12
252050	14	9
252060	29	8
252070	24	16
252080	28	9
252090	32	9
252100	25	14
252110	25	17
252120	21	8
252130	18	15
252140	35	15
252150	23	18
252160	21	13
252170	32	15
252180	21	12
252190	29	9
252200	32	14
252210	25	12
252220	24	11
252230	28	9
252240	33	7
252250	19	12
252260	27	13
252270	26	15
252280	30	12
252290	35	9
252300	24	13
252310	40	10
252320	31	8
252330	31	7
252340	30	6
252350	26	12
252360	23	14
252370	15	10
252380	24	19
252390	24	12
252400	21	9
252410	21	8
252420	23	11
252430	29	14
252440	31	11
252450	27	13
252460	18	8
252470	30	11
252480	29	9
252490	29	14
252500	34	12
252510	39	7
252520	34	9
252530	24	12
252540	25	14
252550	32	12
252560	31	10
252570	15	20
252580	5	33
252590	4	30
252600	0	22
252610	8	30
252620	5	24
252630	5	28
252640	3	25
252650	4	33
252660	5	24
252670	7	28
252680	5	23
252690	10	32
252700	6	30
252710	6	24
252720	5	25
252730	5	23
252740	4	23
252750	4	25
252760	6	34
252770	5	34
252780	6	21
252790	6	24
252800	7	17
252810	24	12
252820	23	10
252830	29	11
252840	19	12
252850	25	13
252860	21	11
252870	30	10
252880	25	11
252890	33	10
252900	24	11
252910	22	12
252920	22	8
252930	35	10
252940	18	12
252950	26	14
252960	25	8
252970	23	16
252980	29	14
252990	27	10
253000	34	12
253010	9	11
253020	5	26
253030	1	21
253040	10	23
253050	5	24
253060	6	29
253070	6	22
253080	6	29
253090	9	25
253100	12	20
253110	35	14
253120	34	8
253130	20	14
253140	37	7
253150	25	15
253160	28	12
253170	28	10
253180	32	8
253190	33	10
253200	28	7
253210	26	11
253220	28	7
253230	21	7
253240	19	15
253250	27	11
253260	15	13
253270	24	9
253280	23	12
253290	18	9
253300	21	11
253310	28	15
253320	25	5
253330	29	10
253340	22	5
253350	28	5
253360	25	11
253370	33	10
253380	25	12
253390	26	11
253400	27	10
253410	30	11
253420	28	12
253430	28	14
253440	30	10
253450	29	9
253460	30	13
253470	33	11
253480	28	11
253490	19	10
253500	33	14
253510	28	14
253520	24	11
253530	24	12
253540	30	11
253550	26	11
253560	29	12
253570	33	8
253580	22	10
253590	23	12
253600	26	13
253610	17	14
253620	7	25
253630	4	32
253640	7	18
253650	6	20
253660	3	22
253670	6	26
253680	4	30
253690	8	30
253700	4	17
253710	5	24
253720	4	23
253730	7	31
253740	6	18
253750	7	27
253760	7	17
253770	4	33
253780	10	21
253790	29	12
253800	26	8
253810	17	10
253820	23	7
253830	25	11
253840	20	8
253850	31	13
253860	29	8
253870	24	13
253880	26	5
253890	19	12
253900	7	24
253910	8	26
253920	0	28
253930	10	20
253940	3	30
253950	7	27
253960	3	26
253970	6	20
253980	2	22
253990	6	25
254000	5	27
254010	10	26
254020	5	15
254030	4	19
254040	6	26
254050	7	23
254060	6	37
254070	8	27
254080	6	27
254090	8	27
254100	3	28
254110	8	25
254120	25	9
254130	27	8
254140	21	11
254150	28	9
254160	22	14
254170	25	17
254180	25	9
254190	26	10
254200	19	9
254210	34	12
254220	24	7
254230	19	12
254240	26	8
254250	30	11
254260	26	13
254270	29	9
254280	22	13
254290	21	8
254300	21	7
